First_Name,Last_Name,Address,Email,DOB,Ethnicity,Education
Ezekiel,Chui,2 Cedar Ave #84,ezekiel@chui.com,11/7/1974,Black,Doctorate
Katie,Choinski,1267 Alderson Rd,katie@choinski.co.uk,1/24/2001,White,Bachelor's
Tequila,Chisum,662 Grove Park,tequila.chisum@chisum.co.uk,8/4/1973,Unknown,Doctorate
Verda,Chiphe,999 Upper Harrington St #61,vchiphe@chiphe.co.uk,10/30/1961,Asian,Doctorate
Devorah,Chickering,31 Douglas Blvd #950,devorah@hotmail.com,4/2/1991,White,Bachelor's
Dorothy,Chesterfield,469 Outwater Ln,dorothy@cox.net,7/24/1979,Black,Doctorate
Roslyn,Chavous,63517 Dupont St,roslyn.chavous@chavous.org,6/11/1986,White,High School
Franchesca,Charry,59 Westminster Rd,franchesca@gmail.com,3/4/1996,Black,Doctorate
Jess,Chaffins,18 3rd Ave,jess.chaffins@chaffins.org,9/16/1983,Black,Doctorate
Angella,Cetta,185 Blackstone Bldge,angella.cetta@hotmail.com,11/7/1977,Asian,High School
Lisha,Centini,64 5th Ave #1153,lisha@centini.org,11/19/1984,Native American,Bachelor's
Val,Cellucci,87 Pelops St,vcellucci@yahoo.com,11/24/1977,Asian,Master's
Chanel,Caudy,86 Nw 66th St #8673,chanel.caudy@caudy.org,1/28/1962,White,Doctorate
Annmarie,Castros,80312 W 32nd St,annmarie_castros@gmail.com,11/1/1992,Black,High School
Earnestine,Casper,529 Stalmine Rd #3680,earnestine_casper@hotmail.com,3/10/1981,White,High School
Denny,Casalenda,75 Brewster St #453,dcasalenda@gmail.com,11/27/1973,White,Doctorate
Scarlet,Cartan,9390 S Howell Ave,scarlet.cartan@yahoo.com,11/19/1982,Black,Master's
Kaycee,Carsten,35 Dublin St,kaycee.carsten@gmail.com,9/7/1981,Unknown,Bachelor's
Gail,Carris,6 Conyers St #3346,gcarris@hotmail.com,6/13/1997,Asian,Master's
Brynn,Capra,488 Mulberry St,brynn_capra@yahoo.com,12/31/1963,Asian,High School
Shawana,Cantua,33 Vipond St,shawana@yahoo.com,3/30/1986,Black,High School
Galen,Cantres,617 Nw 36th Ave,galen@yahoo.com,10/30/1966,Asian,Associate
Erinn,Canlas,13 S Hacienda Dr,erinn.canlas@canlas.com,11/15/1989,White,High School
Sarah,Candlish,45 2nd Ave #9759,sarah.candlish@gmail.com,8/14/1991,Asian,Doctorate
Roxane,Campain,1048 Main St,roxane@hotmail.com,7/9/1966,Black,Master's
Raymon,Calvaresi,6538 E Pomona St #60,raymon.calvaresi@gmail.com,5/9/1993,Asian,Master's
Brandon,Callaro,7 Benton Dr,brandon_callaro@hotmail.com,8/10/1997,Unknown,Master's
Kiley,Caldarera,25 E 75th St #69,kiley.caldarera@aol.com,8/19/1975,Asian,Master's
Arlean,Calaf,82 Waterhouse Lane,acalaf@yahoo.com,1/3/1987,Unknown,Doctorate
Ronny,Caiafa,73 Southern Blvd,ronny.caiafa@caiafa.org,11/19/1986,Black,Doctorate
France,Buzick,64 Newman Springs Rd E,france.buzick@yahoo.com,7/14/1979,Native American,Bachelor's
Tawna,Buvens,3305 Nabell Ave #679,tawna@gmail.com,12/27/1962,Unknown,Bachelor's
Rodolfo,Butzen,41 Steel Ct,rodolfo@hotmail.com,1/7/1974,Native American,Doctorate
James,Butt,6649 N Blue Gum St,jbutt@gmail.com,12/18/1974,Black,Master's
Lauran,Burnard,66697 Park Pl #3224,lburnard@burnard.com,4/1/1975,Native American,Associate
Allene,Burau,8 Barlow St #6,allene.burau@hotmail.com,11/6/1997,Native American,Master's
Annett,Bunselmeyer,5562 Fairfield St #847,abunselmeyer@hotmail.com,3/24/1991,Black,Doctorate
Carline,Bulcao,7 Hey Green Rd #4,carline@yahoo.com,2/20/1987,Asian,High School
Alease,Buemi,4 Webbs Chapel Rd,alease@buemi.com,10/20/1995,White,Master's
Alecia,Bubash,6535 Joyce St,alecia@aol.com,4/30/2002,Black,High School
Danica,Bruschke,840 15th Ave,danica_bruschke@gmail.com,3/14/2001,Asian,Doctorate
Niesha,Bruch,24 Bolton St,niesha.bruch@yahoo.com,8/19/1962,Native American,Master's
Winfred,Brucato,201 Ridgewood Rd,winfred_brucato@hotmail.com,7/27/1984,Native American,High School
Jeff,Brossoit,954 Madelaine St,jeff.brossoit@yahoo.com,8/2/1963,White,Doctorate
Nicolette,Brossart,1 Midway Rd,nicolette_brossart@brossart.com,10/2/2002,Asian,Doctorate
Ronnie,Brigman,6 Morley St,ronnie@brigman.co.uk,12/14/1965,Native American,Bachelor's
Wilda,Brigham,501 Sandon Terrace #200,wilda@brigham.co.uk,10/6/1961,Unknown,Bachelor's
Bronwyn,Bridgford,826 Rumney Rd West #7,bronwyn.bridgford@yahoo.com,2/27/1975,Asian,Master's
Junita,Brideau,6 S Broadway St,jbrideau@aol.com,10/25/1968,Native American,Bachelor's
Jina,Briddick,38938 Park Blvd,jina_briddick@briddick.com,11/25/1980,Asian,Doctorate
Charlette,Brenning,714 Fonthill Rd,cbrenning@brenning.co.uk,8/28/2001,Asian,Associate
Joni,Breland,35 E Main St #43,joni_breland@cox.net,2/5/1969,Unknown,Master's
Lynna,Breheny,1 James St #4,lynna@yahoo.com,6/7/2001,Native American,High School
Dannie,Brau,2 Gay St #3702,dbrau@brau.co.uk,6/15/1973,Asian,Doctorate
Raina,Brachle,3829 Ventura Blvd,raina.brachle@brachle.org,4/24/1998,Black,Master's
Marta,Brace,658 Lake St,marta.brace@brace.co.uk,1/20/1996,White,Doctorate
Precious,Brabble,9 Herbert St #77,precious_brabble@brabble.co.uk,9/5/1967,Asian,Bachelor's
Aretha,Bowling,8 Nova Scotia,aretha@hotmail.com,10/9/2001,White,High School
Emerson,Bowley,762 S Main St,emerson.bowley@bowley.org,7/20/1988,White,Associate
Ona,Bowhall,527 Harding St,ona@yahoo.com,2/21/1999,Asian,High School
Sharen,Bourbon,62 W Austin St,sbourbon@yahoo.com,9/25/1989,Native American,Associate
Carlee,Boulter,8284 Hart St,carlee.boulter@hotmail.com,6/18/1982,Native American,Associate
Keneth,Borgman,86350 Roszel Rd,keneth@yahoo.com,3/5/2000,White,Doctorate
Annabelle,Boord,523 Marquette Ave,annabelle.boord@cox.net,2/24/1986,Black,High School
Flo,Bookamer,89992 E 15th St,flo.bookamer@cox.net,4/5/1984,Black,Master's
Ressie,Bontemps,42 Eastwood St,ressie_bontemps@bontemps.co.uk,12/27/2001,Asian,Doctorate
Brock,Bolognia,4486 W O St #1,bbolognia@yahoo.com,6/16/1962,Unknown,Doctorate
Carlton,Blyler,8 Pim Hill St,carlton@blyler.co.uk,12/10/1972,Unknown,Master's
Frederica,Blunk,99586 Main St,frederica_blunk@gmail.com,1/29/1996,Black,Doctorate
Cassandra,Bludworth,9 Sydney Place,cbludworth@yahoo.com,3/24/1961,White,Associate
Gene,Bleile,4687 Atherton St,gene_bleile@bleile.co.uk,11/8/1982,Native American,High School
Kallie,Blackwood,701 S Harrison Rd,kallie.blackwood@gmail.com,8/21/2002,Asian,Master's
Viola,Bitsuie,70 Mechanic St,viola@gmail.com,3/26/1968,Unknown,High School
Quentin,Birkner,7061 N 2nd St,qbirkner@aol.com,11/25/1995,Unknown,Bachelor's
Mariann,Bilden,3125 Packer Ave #9851,mariann.bilden@aol.com,1/21/1993,Asian,Master's
Jani,Biddy,61556 W 20th Ave,jbiddy@yahoo.com,2/23/1996,White,High School
Ashlee,Beyl,30 Daulby St,ashlee.beyl@hotmail.com,5/17/1967,Asian,Master's
Rima,Bevelacqua,2972 Lafayette Ave,rima@cox.net,7/4/1975,Native American,Bachelor's
Chantell,Besong,11 Tetlow St,chantell_besong@gmail.com,1/18/1974,Black,Bachelor's
Glenn,Berray,29 Cherry St #7073,gberray@gmail.com,8/13/1989,Black,Master's
Vilma,Berlanga,79 S Howell Ave,vberlanga@berlanga.com,6/9/1993,Asian,High School
Alaine,Bergesen,7667 S Hulen St #42,alaine_bergesen@cox.net,4/17/1978,White,Master's
Heike,Berganza,3 Railway Ave #75,heike@gmail.com,12/14/1971,Black,High School
Kristofer,Bennick,772 W River Dr,kristofer.bennick@yahoo.com,9/13/1989,Black,Master's
Elvera,Benimadho,99385 Charity St #840,elvera.benimadho@cox.net,8/30/1973,Native American,Master's
Kayleigh,Bendle,9735 Linton St #2284,kayleigh.bendle@bendle.co.uk,3/8/1972,Asian,Bachelor's
Dwight,Belyea,419 St Andrew St,dbelyea@belyea.co.uk,11/29/1967,Black,Doctorate
Louvenia,Beech,598 43rd St,louvenia.beech@beech.com,5/1/1997,Unknown,Bachelor's
Merilyn,Bayless,195 13n N,merilyn_bayless@cox.net,1/26/1991,White,Associate
Carissa,Batman,12270 Caton Center Dr,carissa.batman@yahoo.com,3/14/1972,Native American,Associate
Kiera,Bassil,5152 Sophia St,kbassil@bassil.co.uk,10/18/1961,Black,Doctorate
Glen,Bartolet,8739 Hudson St,glen_bartolet@hotmail.com,2/4/1994,Native American,High School
Desire,Barresi,428 Kearsley St,desire@gmail.com,4/17/1983,Black,Doctorate
Stephaine,Barfield,47154 Whipple Ave Nw,stephaine@barfield.com,11/14/2000,Asian,Master's
Flo,Bardsley,35 Walton Lane,flo.bardsley@hotmail.com,6/16/1990,Native American,Doctorate
Beth,Barbone,3 Gaskell St,bbarbone@barbone.co.uk,2/2/1965,White,Master's
Aliza,Baltimore,1128 Delaware St,aliza@aol.com,4/8/1992,White,Bachelor's
Anabel,Baldock,30 Marine Parade #1,anabel_baldock@hotmail.com,8/22/1990,Black,Doctorate
Margarett,Bairo,3 August Rd,margarett@gmail.com,7/1/1962,Black,Associate
Jaclyn,Bachman,721 Interstate 45 S,jaclyn@aol.com,6/25/1978,Unknown,High School
Myong,Babineaux,2 Kirkdale Rd,mbabineaux@babineaux.co.uk,12/17/1998,Unknown,Bachelor's
Rosita,Ausdemore,8 Heathfield St #657,rausdemore@hotmail.com,12/20/1967,Asian,Master's
Diego,Augle,4 Peover St,diego.augle@gmail.com,8/28/1975,Unknown,High School
Ressie,Auffrey,23 Palo Alto Sq,ressie.auffrey@yahoo.com,9/13/1985,White,Doctorate
Lynelle,Auber,32820 Corkwood Rd,lynelle_auber@gmail.com,6/21/1977,Native American,Associate
Carolynn,Atkison,7901 Beech St,carolynn.atkison@hotmail.com,7/6/1977,Native American,Master's
Lennie,Asley,79 Pine St,lennie_asley@gmail.com,2/8/1984,Asian,High School
Pedro,Aschoff,135 Opie St,paschoff@yahoo.com,11/10/1992,Black,Doctorate
Loren,Asar,6 Ridgewood Center Dr,loren.asar@aol.com,4/12/1995,Native American,Master's
Casie,Arzilli,5 Noon St,casie@gmail.com,9/15/1989,White,Associate
Ivan,Aronov,94 Regent St,ivan@gmail.com,12/9/1988,Unknown,Doctorate
Remedios,Arlinghaus,9 Duckenfield St,remedios.arlinghaus@gmail.com,11/23/1999,White,Associate
Alyce,Arias,3196 S Rider Trl,alyce@arias.org,11/18/1966,Native American,Doctorate
Lashunda,Argiro,205 Forge St #4021,lashunda@yahoo.com,9/19/1962,Unknown,Bachelor's
Nada,Arey,22 Harewood St #95,nada@hotmail.com,9/24/1967,Unknown,Doctorate
Rhea,Aredondo,25657 Live Oak St,rhea_aredondo@cox.net,5/18/1975,White,Master's
Tegan,Arceo,62260 Park Stre,tegan.arceo@arceo.org,1/25/1970,Native American,High School
Narcisa,Araiza,8783 High St,naraiza@hotmail.com,7/20/1973,Unknown,High School
Judy,Aquas,8977 Connecticut Ave Nw #3,jaquas@aquas.com,5/17/1970,Unknown,Associate
Alyssa,Ansbro,85 Hero St,alyssa_ansbro@gmail.com,11/15/1964,White,Master's
Thaddeus,Ankeny,5 Washington St #1,tankeny@ankeny.org,12/16/1974,Native American,Associate
Ahmed,Angalich,2 W Beverly Blvd,ahmed.angalich@angalich.com,5/14/1978,Unknown,Bachelor's
Tasia,Andreason,4 Cowesett Ave,tasia_andreason@yahoo.com,6/10/1977,Asian,Doctorate
France,Andrade,8 Moor Place,france.andrade@hotmail.com,7/6/1961,Black,Associate
Jutta,Amyot,49 N Mays St,jamyot@hotmail.com,10/28/1962,Native American,Master's
Minna,Amigon,2371 Jerrold Ave,minna_amigon@yahoo.com,8/30/1969,Asian,High School
Janella,Altobell,3768 Hey Green Rd,jaltobell@hotmail.com,7/26/1993,Asian,Master's
Luther,Alsman,227 Albert Terrace,luther@gmail.com,3/3/1996,White,Bachelor's
Kandis,Alsbury,70 Rose Vale,kalsbury@hotmail.com,12/16/1971,White,Bachelor's
Ahmad,Alsaqri,21 Pickwick St,ahmad.alsaqri@yahoo.com,5/26/1988,Native American,Associate
Mira,Alpheaus,51 St Anne St #12,mira.alpheaus@yahoo.com,8/6/1984,White,Master's
Phillip,Aloi,6 Cannock St,paloi@hotmail.com,7/14/1969,Native American,Master's
Lemuel,Allis,8430 Shadwell St,lemuel_allis@yahoo.com,8/20/1977,Native American,Bachelor's
Latosha,Alexy,37 Langham St #948,latosha@yahoo.com,4/17/1979,Native American,Bachelor's
Nettie,Aldaco,51 Freehold St #224,nettie.aldaco@yahoo.com,2/26/1971,Unknown,Bachelor's
Margret,Alcazar,5466 Sedley St,margret@alcazar.co.uk,3/30/1999,White,Doctorate
Cammy,Albares,56 E Morehead St,calbares@gmail.com,5/19/1981,Native American,Associate
Letha,Akey,603 Pall Mall,letha_akey@akey.co.uk,12/24/1968,Unknown,Master's
Olen,Ailey,9 Fielding St,olen@gmail.com,6/16/1972,Native American,High School
Delmy,Ahle,65895 S 16th St,delmy.ahle@hotmail.com,6/15/1984,White,High School
Fausto,Agramonte,5 Harrison Rd,fausto_agramonte@yahoo.com,1/9/1987,Asian,Doctorate
Barbra,Adkin,4 Kohler Memorial Dr,badkin@hotmail.com,3/16/1977,Asian,Associate
Rusty,Adelsperger,4313 Princes Park Terrace,rusty.adelsperger@yahoo.com,5/22/1970,White,Doctorate
Weldon,Acuff,73 W Barstow Ave,wacuff@gmail.com,12/29/1996,Asian,Doctorate
Geoffrey,Acey,7 West Ave #1,geoffrey@gmail.com,6/5/1990,Unknown,Doctorate
Socorro,Abrahams,93 Clyde Rd #9,socorro_abrahams@abrahams.co.uk,10/4/1989,Black,Doctorate
Johnetta,Abdallah,1088 Pinehurst St,johnetta_abdallah@aol.com,12/28/1968,Unknown,High School
